attack,dataset,model,defense,f1_clean,f1_attacked,delta_f1
prompt_injection,sms_uci,spamassassin_tfidf_char_svm.joblib,normalize,0.2235294117647059,0.19480519480519481,-0.02872421695951108
clean,sms_uci,spamassassin_tfidf_char_svm.joblib,none,0.22356495468277945,0.22356495468277945,0.0
obfuscate,sms_uci,spamassassin_tfidf_char_svm.joblib,none,0.22356495468277945,0.2532467532467532,0.029681798563973766
paraphrase_like,sms_uci,spamassassin_tfidf_char_svm.joblib,none,0.22356495468277945,0.16720257234726688,-0.05636238233551258
prompt_injection,sms_uci,spamassassin_tfidf_char_svm.joblib,none,0.22356495468277945,0.18181818181818182,-0.04174677286459763
clean,sms_uci,spamassassin_tfidf_word_lr.joblib,normalize,0.2789317507418398,0.2789317507418398,0.0
obfuscate,sms_uci,spamassassin_tfidf_word_lr.joblib,normalize,0.2789317507418398,0.26229508196721313,-0.01663666877462666
paraphrase_like,sms_uci,spamassassin_tfidf_word_lr.joblib,normalize,0.2789317507418398,0.2138364779874214,-0.0650952727544184
prompt_injection,sms_uci,spamassassin_tfidf_word_lr.joblib,normalize,0.2789317507418398,0.2781954887218045,-0.0007362620200352943
clean,sms_uci,spamassassin_tfidf_word_lr.joblib,none,0.28402366863905326,0.28402366863905326,0.0
obfuscate,sms_uci,spamassassin_tfidf_word_lr.joblib,none,0.28402366863905326,0.26058631921824105,-0.023437349420812215
paraphrase_like,sms_uci,spamassassin_tfidf_word_lr.joblib,none,0.28402366863905326,0.225,-0.059023668639053256
prompt_injection,sms_uci,spamassassin_tfidf_word_lr.joblib,none,0.28402366863905326,0.2781954887218045,-0.005828179917248766
clean,sms_uci,tfidf_char_svm.joblib,normalize,0.9361702127659575,0.9361702127659575,0.0
obfuscate,sms_uci,tfidf_char_svm.joblib,normalize,0.9361702127659575,0.8970588235294118,-0.03911138923654567
paraphrase_like,sms_uci,tfidf_char_svm.joblib,normalize,0.9361702127659575,0.9051094890510949,-0.03106072371486257
prompt_injection,sms_uci,tfidf_char_svm.joblib,normalize,0.9361702127659575,0.9583333333333334,0.022163120567375905
clean,sms_uci,tfidf_char_svm.joblib,none,0.9726027397260274,0.9726027397260274,0.0
obfuscate,sms_uci,tfidf_char_svm.joblib,none,0.9726027397260274,0.9583333333333334,-0.014269406392694028
paraphrase_like,sms_uci,tfidf_char_svm.joblib,none,0.9726027397260274,0.9655172413793104,-0.007085498346717012
prompt_injection,sms_uci,tfidf_char_svm.joblib,none,0.9726027397260274,0.9795918367346939,0.006989097008666456
clean,sms_uci,tfidf_llm_lr.joblib,normalize,0.8721804511278195,0.8721804511278195,0.0
obfuscate,sms_uci,tfidf_llm_lr.joblib,normalize,0.8721804511278195,0.7068965517241379,-0.1652838994036816
paraphrase_like,sms_uci,tfidf_llm_lr.joblib,normalize,0.8721804511278195,0.8188976377952756,-0.05328281333254392
prompt_injection,sms_uci,tfidf_llm_lr.joblib,normalize,0.8721804511278195,0.8372093023255814,-0.03497114880223806
clean,sms_uci,tfidf_llm_lr.joblib,none,0.920863309352518,0.920863309352518,0.0
obfuscate,sms_uci,tfidf_llm_lr.joblib,none,0.920863309352518,0.7804878048780488,-0.14037550447446923
paraphrase_like,sms_uci,tfidf_llm_lr.joblib,none,0.920863309352518,0.8636363636363636,-0.05722694571615439
prompt_injection,sms_uci,tfidf_llm_lr.joblib,none,0.920863309352518,0.8970588235294118,-0.023804485823106236
clean,sms_uci,tfidf_word_lr.joblib,normalize,0.8721804511278195,0.8721804511278195,0.0
obfuscate,sms_uci,tfidf_word_lr.joblib,normalize,0.8721804511278195,0.7068965517241379,-0.1652838994036816
paraphrase_like,sms_uci,tfidf_word_lr.joblib,normalize,0.8721804511278195,0.8188976377952756,-0.05328281333254392
prompt_injection,sms_uci,tfidf_word_lr.joblib,normalize,0.8721804511278195,0.8549618320610687,-0.017218619066750818
clean,sms_uci,tfidf_word_lr.joblib,none,0.920863309352518,0.920863309352518,0.0
obfuscate,sms_uci,tfidf_word_lr.joblib,none,0.920863309352518,0.7903225806451613,-0.13054072870735678
paraphrase_like,sms_uci,tfidf_word_lr.joblib,none,0.920863309352518,0.8721804511278195,-0.04868285822469853
prompt_injection,sms_uci,tfidf_word_lr.joblib,none,0.920863309352518,0.9051094890510949,-0.015753820301423138
